# Program:featureCounts v2.0.8; Command:"featureCounts" "-a" "data/genome/Saccharomyces_cerevisiae.R64-1-1.109.gtf" "-o" "results/counts/count_matrix.txt" "-T" "4" "-p" "-g" "gene_id" "-t" "exon" "-s" "0" "results/alignments/SRR31781631_Aligned.sortedByCoord.out.bam" "results/alignments/SRR31781632_Aligned.sortedByCoord.out.bam" "results/alignments/SRR31781633_Aligned.sortedByCoord.out.bam" "results/alignments/SRR31781635_Aligned.sortedByCoord.out.bam" "results/alignments/SRR31781636_Aligned.sortedByCoord.out.bam" "results/alignments/SRR31781640_Aligned.sortedByCoord.out.bam" "results/alignments/SRR31781641_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	results/alignments/SRR31781631_Aligned.sortedByCoord.out.bam	results/alignments/SRR31781632_Aligned.sortedByCoord.out.bam	results/alignments/SRR31781633_Aligned.sortedByCoord.out.bam	results/alignments/SRR31781635_Aligned.sortedByCoord.out.bam	results/alignments/SRR31781636_Aligned.sortedByCoord.out.bam	results/alignments/SRR31781640_Aligned.sortedByCoord.out.bam	results/alignments/SRR31781641_Aligned.sortedByCoord.out.bam
YDR521W	IV	1483141	1483476	+	336	0	5	2	10	14	0	0
YDR086C	IV	616928	617170	-	243	190	272	1450	2104	2824	225	666
YDL021W	IV	413953	414888	+	936	24	60	392	345	429	22	93
YDR023W	IV	489508	490896	+	1389	1132	1188	8442	11361	15595	1442	3551
YDR394W	IV	1261681	1262967	+	1287	154	524	4304	3767	5607	416	1136
YDR320C-A	IV	1108280	1108498	-	219	12	81	341	416	597	48	130
YDR003W-A	IV	454782	454904	+	123	11	10	121	97	210	19	53
YDR183W	IV	829585	830277	+	693	11	26	240	342	454	41	72
YDR245W	IV	952800	953981	+	1182	92	170	1507	2006	2900	326	726
YDR431W	IV	1328390	1328701	+	312	0	0	2	2	6	0	0
YDL154W	IV	178334	181039	+	2706	8	16	181	298	419	32	118
YDL184C	IV	130407	130484	-	78	193	132	826	1359	1721	123	546
YDR153C	IV	766736	767971	-	1236	44	80	959	1075	1493	99	288
YDR014W-A	IV	477797	478285	+	489	0	3	21	12	23	1	4
YDR434W	IV	1331237	1332841	+	1605	46	154	1349	2281	3298	258	788
YDL002C	IV	446967	447578	-	612	30	41	287	456	567	42	114
YDR225W	IV	915530	915928	+	399	928	460	4042	7189	10597	1166	3062
YDR418W	IV	1301616	1302113	+	498	180	526	4214	6531	9459	1002	2342
YDR224C	IV	914317	914712	-	396	534	739	5800	7944	11139	842	2221
YDR502C	IV	1453310	1454464	-	1155	500	976	6284	6794	10148	930	2709
YDR447C	IV;IV	1354829;1355551	1355236;1355553	-;-	411	1274	873	5338	9642	13327	1645	3864
YDL039C	IV	381985	384081	-	2097	262	1070	10039	8964	15450	2341	6669
YDL225W	IV	52445	54100	+	1656	48	196	1258	1395	1943	110	363
YDR259C	IV	974631	975782	-	1152	1	25	195	172	245	16	38
YDR495C	IV	1438115	1441150	-	3036	24	86	457	623	837	52	132
YDL151C	IV	183318	183899	-	582	0	0	11	20	18	4	6
YDR357C	IV	1189199	1189567	-	369	26	127	414	471	618	46	134
YDR370C	IV	1217782	1219110	-	1329	24	104	581	896	1132	136	304
YDR298C	IV	1058176	1058814	-	639	919	540	3843	2861	4185	584	1394
YDR276C	IV	1013476	1013643	-	168	22	294	3181	3930	6068	610	1544
YDL185C-A	IV	126608	126835	-	228	15	79	372	475	627	75	161
YDR545C-A	IV	1530863	1531342	-	480	0	0	0	0	0	0	0
tM(CAU)D	IV	1175829	1175901	+	73	0	1	8	16	14	0	8
YDL247W	IV	5985	7814	+	1830	0	1	14	18	10	5	7
YDR406W	IV	1279210	1283799	+	4590	226	326	2285	2502	3716	346	1145
YDR273W	IV	1010176	1011273	+	1098	7	24	98	111	128	14	34
YDR269C	IV	1005665	1005988	-	324	0	0	2	2	5	1	1
YDR453C	IV	1365072	1365662	-	591	32	82	172	287	418	46	106
YDR383C	IV	1239960	1240676	-	717	24	34	214	264	450	35	99
YDR375C	IV	1225166	1226536	-	1371	6	70	511	742	1062	145	280
YDL161W	IV	167714	169078	+	1365	133	123	935	1307	1873	108	367
YDL051W	IV	363952	364779	+	828	156	182	1250	1843	2571	242	629
YDR084C	IV	613405	614004	-	600	30	102	683	826	1180	129	300
YDL056W	IV	352877	355378	+	2502	22	40	775	918	1336	98	269
YDR344C	IV	1162006	1162449	-	444	15	8	148	160	263	15	79
YDR320C	IV	1106095	1108101	-	2007	74	152	1108	1123	1704	148	370
YDR221W	IV	907330	909438	+	2109	268	232	1740	1940	2701	247	787
tI(AAU)D	IV	668007	668080	-	74	0	0	14	5	14	2	2
YDL032W	IV	393690	394001	+	312	0	0	0	1	1	0	0
YDR456W	IV	1367485	1369386	+	1902	200	307	2532	3150	4023	513	1228
YDL036C	IV	387513	388901	-	1389	68	75	667	985	1251	138	376
tL(CAA)D	IV;IV	1461715;1461792	1461758;1461829	-;-	82	20	2	37	13	42	0	9
YDL217C	IV	67983	68606	-	624	123	88	762	728	1064	111	270
snR63	IV	323217	323471	-	255	26596	3946	21826	31789	41790	5366	14509
YDR334W	IV	1135932	1140476	+	4545	376	373	2462	2643	3794	339	883
YDL049C	IV	365068	365874	-	807	6	40	236	243	403	24	45
YDL164C	IV	164987	167254	-	2268	160	197	1239	1391	1968	170	569
YDR384C	IV	1241204	1242031	-	828	172	130	1382	3140	4628	417	1131
YDR149C	IV	755555	756262	-	708	2	0	9	1	4	0	1
YDR093W	IV	631282	636120	+	4839	972	632	5192	6797	9371	1062	2867
YDR071C	IV	588827	589402	-	576	109	385	2302	2834	3944	341	666
YDL143W	IV	199996	201582	+	1587	1462	794	6748	7913	11456	1037	2925
YDR032C	IV	504099	504695	-	597	2430	754	5771	5790	8376	732	1894
tR(UCU)D	IV	568882	568953	+	72	0	0	0	1	2	0	0
YDR063W	IV	578663	579112	+	450	14	28	151	349	454	39	107
YDL166C	IV	163449	164042	-	594	122	58	538	842	1247	79	227
YDR004W	IV	455201	456583	+	1383	19	90	652	795	1161	73	234
YDR151C	IV	764178	765155	-	978	8	171	983	1123	1455	99	279
YDR037W	IV	525440	527215	+	1776	5294	2866	23253	25145	35657	2506	6995
YDL175C	IV	144484	145518	-	1035	8	68	401	457	645	51	113
YDR286C	IV	1035231	1035575	-	345	6	38	196	265	476	34	72
YDR172W	IV	808324	810381	+	2058	554	760	6063	8237	12073	956	2590
YDL174C	IV	145826	147589	-	1764	920	565	4963	4140	5927	456	1256
YDR080W	IV	604008	606986	+	2979	88	158	806	967	1357	86	321
YDR503C	IV	1455042	1455866	-	825	42	76	393	595	935	96	254
YDR069C	IV	584939	587719	-	2781	83	222	1277	1354	1742	166	486
YDR047W	IV	551860	552948	+	1089	335	253	1809	1783	2453	276	654
YDR215C	IV	894089	894502	-	414	51	18	101	179	214	17	62
YDR267C	IV	1002510	1003502	-	993	240	89	871	930	1340	108	312
YDR142C	IV	740473	741600	-	1128	28	96	506	536	723	85	176
YDL212W	IV	78426	79058	+	633	752	736	4653	5725	8186	958	2218
YDR249C	IV	958681	959802	-	1122	28	67	447	840	1208	113	296
YDL209C	IV	86207	87226	-	1020	35	22	392	538	695	54	152
YDR044W	IV	546642	547628	+	987	288	206	1523	2597	3889	377	860
tK(UUU)D	IV;IV	359577;359637	359613;359672	+;+	73	0	27	145	123	174	29	59
YDR311W	IV	1085065	1086993	+	1929	32	100	631	757	1062	112	213
YDL159C-B	IV	173056	173232	-	177	0	0	0	0	0	0	0
YDR222W	IV	910054	911301	+	1248	116	369	1835	2161	2901	262	519
YDR510C-A	IV	1469695	1469811	-	117	0	10	48	73	82	4	7
YDR401W	IV	1272223	1272786	+	564	0	0	0	1	0	0	0
YDR207C	IV	865012	867522	-	2511	12	100	820	929	1322	120	375
YDL005C	IV	441014	442309	-	1296	32	124	615	729	939	49	149
YDR295C	IV	1052623	1054647	-	2025	54	88	752	758	983	61	115
YDR543C	IV	1524634	1524933	-	300	0	0	0	0	0	0	0
YDL208W	IV	87512	87982	+	471	372	305	2220	2951	4452	344	1044
YDR135C	IV	723004	727551	-	4548	904	1873	12812	12682	18169	1789	4467
YDL114W	IV	255604	256530	+	927	0	12	22	45	31	4	2
YDR247W	IV	956013	957398	+	1386	27	57	718	707	909	67	190
YDL197C	IV	104917	106494	-	1578	46	16	379	381	563	44	79
YDR229W	IV	924785	926146	+	1362	30	78	489	497	731	74	137
YDR095C	IV	636117	636527	-	411	20	2	40	57	84	3	26
YDR027C	IV	494649	497318	-	2670	64	118	848	1373	1660	131	337
YDL106C	IV	270222	271901	-	1680	24	94	554	640	944	44	240
YDR404C	IV	1276654	1277169	-	516	54	287	1493	2151	3014	278	834
YDR256C	IV	968133	969680	-	1548	128	48	652	926	1345	130	380
YDR518W	IV	1478608	1480161	+	1554	38	210	1117	1340	1729	180	501
YDR055W	IV	563527	564861	+	1335	808	1786	11565	6728	9879	768	1918
YDL087C	IV	300214	300999	-	786	42	33	398	434	576	42	131
YDR177W	IV	816878	817525	+	648	182	168	1486	1553	2244	177	462
YDL014W	IV	427364	428347	+	984	2881	1481	13450	16282	24227	3019	8750
YDR289C	IV	1038280	1039509	-	1230	14	18	126	186	259	16	53
YDL159W	IV	172481	174028	+	1548	18	43	463	522	666	68	150
YDR532C	IV	1499396	1500553	-	1158	14	12	181	243	284	15	69
YDR137W	IV	728259	730250	+	1992	70	68	496	648	854	83	201
YDL153C	IV	181186	183018	-	1833	89	106	926	1359	1783	177	412
YDR393W	IV	1259901	1261271	+	1371	12	43	403	662	970	85	200
YDR506C	IV	1459728	1461554	-	1827	38	7	392	367	656	44	121
YDL219W	IV;IV	65242;65378	65306;65765	+;+	453	38	105	628	939	1231	131	221
YDL090C	IV	295034	296329	-	1296	50	76	531	573	772	54	199
YDR033W	IV	508147	509109	+	963	811	2715	20439	25987	37707	3927	10315
YDR035W	IV	521816	522928	+	1113	650	512	4120	3504	5228	490	1238
YDR332W	IV	1131001	1133070	+	2070	26	86	433	626	834	63	211
YDR510W	IV	1469400	1469705	+	306	1083	473	2442	3316	4472	427	1064
YDL055C	IV	355674	356759	-	1086	2839	3434	26257	39061	56315	6817	17876
YDR480W	IV	1417399	1418370	+	972	54	30	257	370	586	30	91
YDL103C	IV	275148	276581	-	1434	170	212	1937	1953	2727	226	585
YDL085C-A	IV	302464	302670	-	207	116	83	295	437	600	46	147
YDR350C	IV	1176120	1178174	-	2055	86	230	1579	1258	1624	184	416
YDR342C	IV	1154216	1155928	-	1713	52	12	138	507	869	96	356
YDR087C	IV	617470	618306	-	837	182	92	998	1503	2186	144	419
YDL236W	IV	32296	33234	+	939	522	266	2813	3033	4380	496	1208
YDR012W	IV	471853	472941	+	1089	1856	1245	14371	21560	30657	3442	10017
YDL121C	IV	245133	245582	-	450	146	121	931	1240	1815	171	455
YDR525W-A	IV	1490596	1490835	+	240	46	78	496	436	682	62	152
tG(GCC)D2	IV	992832	992902	+	71	1	20	102	205	336	48	107
YDL190C	IV	118707	121592	-	2886	335	546	3660	4439	5966	623	1463
YDL047W	IV	369771	370706	+	936	239	194	1592	1660	2424	223	590
YDR099W	IV	653607	654428	+	822	330	944	8042	7107	10054	835	2109
YDR092W	IV;IV	629876;630174	629905;630605	+;+	462	98	170	966	1068	1491	144	384
YDR164C	IV	782041	784215	-	2175	102	242	1211	1506	2080	173	500
YDR058C	IV	567723	568703	-	981	40	47	235	225	345	20	107
YDL020C	IV	415113	416708	-	1596	166	365	2337	2139	2931	142	396
YDL025C	IV	405344	407206	-	1863	37	148	900	709	941	79	176
YDR374C	IV	1223474	1224394	-	921	0	4	32	18	32	2	8
YDL207W	IV	88248	89864	+	1617	118	92	723	933	1253	114	328
YDR270W	IV	1005675	1008689	+	3015	81	134	884	1120	1473	163	425
YDR152W	IV	765706	766503	+	798	98	180	967	1579	1962	142	478
YDL148C	IV	188154	190586	-	2433	138	160	1314	1664	2430	203	532
tI(UAU)D	IV;IV	884361;884458	884397;884493	+;+	73	230	36	568	207	456	27	133
YDR379C-A	IV	1233278	1233517	-	240	2	26	150	171	170	14	41
YDR218C	IV	903781	905052	-	1272	8	122	381	236	300	19	30
YDL018C	IV	422833	423510	-	678	66	28	527	615	917	98	262
YDR507C	IV	1462358	1465786	-	3429	182	332	2059	3483	4511	395	1050
YDL003W	IV	444683	446383	+	1701	67	116	579	1032	1249	84	232
YDR524C-B	IV	1489598	1489798	-	201	1500	2062	21036	27929	45129	3971	10967
YDR371W	IV	1219413	1220948	+	1536	14	51	334	462	589	55	145
YDR359C	IV	1191936	1194884	-	2949	96	165	1522	1468	2053	152	452
YDL180W	IV	135896	137539	+	1644	64	164	1135	1339	1921	181	465
YDL133W	IV	222427	223740	+	1314	31	80	962	1145	1671	114	282
YDR335W	IV	1141168	1144842	+	3675	306	728	4429	5510	7488	728	1953
YDR351W	IV	1178666	1181260	+	2595	96	186	1809	1891	2708	235	594
YDL150W	IV	183343	184611	+	1269	66	81	409	667	863	53	206
YDL177C	IV	141209	141721	-	513	6	38	184	208	298	28	50
YDR171W	IV	806621	807748	+	1128	496	518	4353	2724	3635	145	468
YDR364C	IV	1202843	1204210	-	1368	42	95	541	818	1064	99	259
YDR309C	IV	1079048	1080199	-	1152	138	356	2986	2960	3898	327	733
YDL239C	IV	26403	28775	-	2373	36	30	290	461	604	59	138
YDL228C	IV	45277	45918	-	642	0	2	28	47	61	8	18
YDL156W	IV	174918	176486	+	1569	36	42	430	373	602	44	133
YDL016C	IV	425570	425872	-	303	3	13	328	415	645	48	136
tX(XXX)D	IV	1150842	1150941	-	100	0	0	5	9	8	0	8
YDR524W-C	IV	1489403	1489492	+	90	60	378	931	3023	4083	480	1476
YDL085W	IV	303211	304848	+	1638	21	8	164	235	301	34	81
YDR300C	IV	1061505	1062791	-	1287	106	295	1840	2065	2983	241	729
YDL168W	IV	159604	160764	+	1161	676	619	4039	3539	4990	447	1079
YDR360W	IV	1194598	1195032	+	435	6	4	74	48	73	9	19
YDR195W	IV	848599	850200	+	1602	14	80	309	402	619	44	101
YDR321W	IV	1108702	1109847	+	1146	457	607	4140	6678	10108	1262	3189
YDR237W	IV	936615	937493	+	879	44	104	787	1190	1722	117	314
YDL127W	IV	234927	235853	+	927	14	129	717	1029	1443	80	266
YDR107C	IV	669016	671034	-	2019	54	126	677	1156	1527	103	389
YDR472W	IV	1403322	1404173	+	852	88	267	1506	2494	3498	183	535
YDL030W	IV	397537	399129	+	1593	32	60	322	462	583	44	146
YDR468C	IV	1398026	1398700	-	675	16	96	410	729	957	60	174
YDL084W	IV	305237	306577	+	1341	727	1803	11556	13404	19210	2314	5552
YDL203C	IV	96082	97953	-	1872	42	146	890	983	1454	114	290
YDL025W-A	IV	405410	405514	+	105	0	0	0	0	0	0	0
YDR285W	IV	1032436	1035063	+	2628	2	52	142	254	344	20	71
YDL229W	IV	44065	45906	+	1842	5800	4872	36442	59493	88135	9946	27361
YDR329C	IV	1126270	1127595	-	1326	42	56	629	784	1113	94	164
YDR034C	IV	509737	512109	-	2373	78	204	1268	1410	1841	196	426
YDR009W	IV	463434	464996	+	1563	14	32	214	150	151	30	56
tS(AGA)D2	IV	980974	981055	-	82	0	4	20	31	30	4	17
YDR488C	IV	1429188	1430789	-	1602	108	16	457	413	725	75	166
YDR103W	IV	658350	661103	+	2754	110	160	2112	2115	2962	327	745
YDR336W	IV	1145092	1146036	+	945	8	20	159	367	589	46	130
YDL101C	IV	280307	281848	-	1542	6	92	536	602	920	70	170
YDR162C	IV	780390	781100	-	711	8	82	388	422	550	25	95
YDR312W	IV	1087581	1088942	+	1362	96	90	784	954	1247	95	236
YDL061C	IV	340628	340798	-	171	259	761	5396	9390	13612	1469	4298
YDL040C	IV	378874	381438	-	2565	288	430	3378	4303	5607	502	1433
YDR145W	IV	746738	748357	+	1620	58	128	1035	1123	1582	75	238
YDR124W	IV	700315	701289	+	975	12	33	258	353	458	40	159
YDL231C	IV	38867	42244	-	3378	322	368	3062	3306	4851	526	1436
YDR190C	IV	840604	841995	-	1392	170	269	2440	2688	3790	290	797
YDL064W	IV;IV	337487;337635	337524;338070	+;+	474	106	234	1039	1425	2170	242	576
YDR463W	IV	1386816	1388375	+	1560	24	92	914	1139	1653	130	369
YDR491C	IV	1434500	1434991	-	492	0	32	116	346	465	43	109
YDR449C	IV	1357580	1358902	-	1323	6	108	468	943	1354	109	260
YDL035C	IV	389172	392057	-	2886	99	276	1902	2151	2884	259	657
YDR074W	IV	593893	596583	+	2691	672	461	3864	2843	3992	343	874
YDR525W	IV	1489905	1490234	+	330	2	8	28	36	61	2	8
YDR257C	IV	969990	971474	-	1485	57	132	511	772	970	106	293
YDR402C	IV	1272234	1273703	-	1470	4	28	128	174	219	22	42
YDR450W	IV;IV	1359923;1360405	1359969;1360798	+;+	441	1076	1984	14271	24891	35989	3552	9421
YDR376W	IV	1226822	1228303	+	1482	150	162	1089	1162	1554	146	377
YDR161W	IV	779043	780206	+	1164	176	134	1226	2009	2785	254	690
YDR090C	IV	625066	625998	-	933	38	48	519	601	950	117	255
YDR189W	IV	838392	840392	+	2001	62	232	1736	2515	3513	301	854
YDR524C	IV	1487542	1488990	-	1449	46	236	1445	1650	2196	233	520
YDL237W	IV	30657	31829	+	1173	168	378	2192	2465	3470	438	1021
YDR188W	IV	836421	838061	+	1641	2154	706	5417	6091	9421	973	2794
YDL133C-A	IV	221724	221801	-	78	585	921	4993	5985	8725	800	2518
YDR531W	IV	1498232	1499335	+	1104	128	371	1553	1761	2492	257	647
tG(GCC)D1	IV	83548	83618	+	71	0	0	2	0	3	0	2
YDR226W	IV	916486	917154	+	669	3242	1524	11241	14559	20917	1740	4661
YDL054C	IV	359825	361285	-	1461	68	256	1434	1195	1894	172	450
YDL205C	IV	92762	93745	-	984	286	161	1794	2477	3610	397	1223
YDR537C	IV	1510856	1511461	-	606	0	1	10	26	32	0	3
YDR496C	IV	1441433	1443403	-	1971	186	342	1731	2817	4011	441	990
YDR313C	IV	1089219	1090079	-	861	36	52	358	349	611	30	132
YDL108W	IV;IV	267698;267807	267725;268699	+;+	921	10	122	491	657	885	74	187
tV(CAC)D	IV	1075472	1075544	-	73	0	0	37	19	40	4	9
YDR340W	IV	1150881	1151183	+	303	0	0	2	10	18	2	8
YDL147W	IV	190924	192261	+	1338	429	615	3767	3532	4905	429	991
YDL081C	IV	309802	310122	-	321	12952	2537	17962	26380	37801	5626	14274
YDR283C	IV	1025070	1030049	-	4980	152	498	2238	2711	3647	340	774
YDR261C	IV	977521	979209	-	1689	148	423	3294	4153	5869	577	1451
YDL211C	IV	79294	80412	-	1119	10	48	404	419	579	54	168
YDL074C	IV	324047	326149	-	2103	68	274	1086	1866	2613	228	629
YDL091C	IV	293392	294759	-	1368	24	38	499	649	837	64	164
YDR346C	IV	1167214	1168659	-	1446	534	437	3364	4438	6278	546	1514
YDR072C	IV	589761	591344	-	1584	56	234	1655	2845	4395	451	1067
YDR242W	IV	946807	948456	+	1650	41	46	554	743	1067	92	271
YDR323C	IV	1112480	1114027	-	1548	18	37	266	301	397	33	77
YDR486C	IV	1427431	1428120	-	690	4	90	654	757	1109	78	152
YDR420W	IV	1306267	1311675	+	5409	108	475	3830	3750	5401	574	1610
YDL122W	IV	242552	244981	+	2430	308	521	2809	3445	4651	351	967
YDR390C	IV	1254937	1256847	-	1911	62	158	1194	1562	1973	201	510
YDR481C	IV	1418550	1420250	-	1701	570	432	3812	3534	5207	450	1175
YDR318W	IV;IV	1103758;1103893	1103809;1104947	+;+	1107	6	28	236	561	784	81	165
YDL105W	IV	272389	273597	+	1209	14	34	202	358	460	29	133
YDL141W	IV	203039	205111	+	2073	244	267	2265	2792	3917	394	950
YDR400W	IV	1271063	1272085	+	1023	115	230	1309	1477	2083	344	850
YDR522C	IV	1483795	1485303	-	1509	4	20	136	292	441	26	77
YDL173W	IV	148191	149078	+	888	25	74	778	617	819	70	154
YDR279W	IV	1019368	1020420	+	1053	18	60	556	609	772	70	174
YDR281C	IV	1022007	1022321	-	315	9	10	89	132	184	13	48
YDR213W	IV	889751	892492	+	2742	42	122	993	1056	1498	133	321
YDR179W-A	IV	819433	820824	+	1392	14	86	402	662	862	87	275
YDR330W	IV	1127872	1129374	+	1503	94	178	1060	833	1167	83	218
YDR106W	IV	667004	667858	+	855	0	4	48	77	116	22	23
YDL178W	IV	139522	141114	+	1593	80	160	1178	1294	1763	192	441
YDR484W	IV	1422763	1424688	+	1926	4	54	224	612	729	71	186
YDR308C	IV	1078027	1078449	-	423	34	16	204	400	676	67	164
YDL192W	IV	116321	116866	+	546	524	871	6956	8789	12735	1094	2952
YDL202W	IV	98475	99224	+	750	68	59	445	736	984	99	205
YDR146C	IV	748613	750742	-	2130	38	96	768	1041	1451	80	247
YDR241W	IV	945151	945438	+	288	0	3	20	55	49	2	20
YDL158C	IV	173866	174174	-	309	0	0	20	86	87	3	12
YDL185W	IV	126787	130002	+	3216	12415	8830	65518	68531	98037	9571	25434
YDR251W	IV	960614	963106	+	2493	30	70	863	1092	1557	194	448
tL(UAA)D	IV	519743	519826	+	84	0	0	22	30	85	14	11
YDR192C	IV	843569	844861	-	1293	7	52	638	607	1025	96	175
YDR368W	IV	1213904	1214842	+	939	204	203	1734	2176	3135	324	966
YDR494W	IV	1436930	1438015	+	1086	22	94	510	780	1098	72	203
YDR399W	IV	1270068	1270733	+	666	190	304	2508	4224	6456	777	1948
YDR070C	IV	588098	588379	-	282	0	0	79	69	99	11	32
YDR138W	IV	730578	732836	+	2259	72	136	841	1122	1420	116	328
YDR031W	IV	503498	503863	+	366	6	42	193	194	328	12	70
YDR255C	IV	966557	967822	-	1266	29	34	309	322	468	46	115
YDL060W	IV	341619	343985	+	2367	194	90	1123	1680	2517	158	566
YDR048C	IV	553084	553398	-	315	0	0	3	1	1	0	0
YDR067C	IV	582791	583465	-	675	8	20	289	430	548	57	95
YDR126W	IV	703234	704244	+	1011	6	62	407	509	892	38	197
YDR315C	IV	1092741	1093586	-	846	2	76	218	305	448	20	55
YDL126C	IV	236157	238664	-	2508	7142	3781	31069	26883	37736	3090	8463
YDR262W	IV	993134	993952	+	819	131	208	1322	1805	2517	554	1253
tQ(UUG)D3	IV	802731	802802	-	72	0	0	2	4	2	0	2
YDR345C	IV	1162957	1164660	-	1704	1907	2034	15462	6351	9562	902	2579
YDR079W	IV	603064	603399	+	336	56	56	295	377	540	51	118
YDR433W	IV	1329600	1330040	+	441	1	5	20	61	67	7	4
YDL144C	IV	198662	199732	-	1071	286	202	1839	1723	2549	205	684
YDR306C	IV	1073735	1075171	-	1437	28	98	531	598	809	69	204
YDR292C	IV	1043146	1045011	-	1866	74	118	799	1877	2712	246	608
YDL009C	IV	432925	433248	-	324	2	0	55	57	75	7	8
YDR290W	IV	1039370	1039699	+	330	0	0	0	0	1	0	0
YDR282C	IV	1023511	1024755	-	1245	20	34	206	302	367	47	96
YDR170C	IV	796193	802222	-	6030	1111	1667	10447	12734	18178	1940	4352
YDR174W	IV	812110	812850	+	741	1088	413	2943	3169	4623	485	1339
YDL218W	IV	66493	67446	+	954	12	14	271	262	415	24	94
YDL062W	IV	339857	340282	+	426	3	4	32	42	69	5	26
YDL048C	IV	366739	368211	-	1473	32	34	905	569	774	60	204
YDR500C	IV;IV	1450198;1450847	1450457;1450853	-;-	267	888	950	7836	11886	18070	1928	5494
YDR112W	IV	679544	679852	+	309	0	22	35	29	35	3	11
YDR538W	IV	1510902	1511630	+	729	0	27	116	95	125	12	44
YDL011C	IV	432308	432631	-	324	0	3	0	0	1	0	0
YDR355C	IV	1186067	1186369	-	303	0	0	1	0	1	0	0
YDR301W	IV	1063352	1067425	+	4074	142	386	2419	2373	3494	276	797
YDR412W	IV	1294693	1295400	+	708	10	16	82	138	160	15	23
YDR530C	IV	1496791	1497768	-	978	30	66	298	273	442	52	99
YDR227W	IV	917571	921647	+	4077	50	117	825	1298	1721	152	381
YDR041W	IV	539803	540414	+	612	13	72	561	805	1063	88	203
YDR015C	IV	477960	478199	-	240	0	0	0	0	0	0	0
YDL008W	IV	433497	433994	+	498	18	50	527	820	1215	109	285
YDR234W	IV	931129	933210	+	2082	656	584	4626	4648	7270	466	1516
YDR511W	IV	1470017	1470418	+	402	156	44	434	614	1022	63	253
YDR519W	IV	1480425	1480832	+	408	394	278	1540	1265	1820	240	659
YDL086C-A	IV	301655	302089	-	435	0	0	0	0	0	0	0
YDR250C	IV	960086	960361	-	276	0	0	25	40	33	7	10
YDR465C	IV	1393336	1394574	-	1239	158	238	1417	2111	2979	307	747
YDL001W	IV	447984	449276	+	1293	29	52	359	508	689	70	177
YDR454C	IV	1366264	1366827	-	564	351	745	4839	6645	8931	972	2540
YDR013W	IV	473157	473783	+	627	12	45	138	324	490	38	123
YDR076W	IV	598468	599688	+	1221	0	10	152	333	433	52	103
YDL095W	IV	287059	289512	+	2454	1355	1654	13516	18956	27686	3156	8215
YDL007C-A	IV	436567	436824	-	258	0	0	0	1	4	0	0
YDL130W	IV;IV	229906;230321	230019;230527	+;+	321	6462	1761	13588	23116	32932	3684	10161
YDR100W	IV	655013	655444	+	432	35	138	1205	1330	1889	218	441
YDR479C	IV	1415210	1416874	-	1665	94	108	837	916	1199	128	366
tS(AGA)D1	IV	437772	437853	+	82	2	0	7	2	2	2	7
YDL117W	IV	248581	251238	+	2658	93	271	1508	1937	2582	241	599
YDR140W	IV	734138	734803	+	666	21	47	379	457	652	62	171
YDR381W	IV;IV	1236558;1237609	1236842;1238004	+;+	681	323	610	3882	5478	8187	628	1611
tQ(UUG)D2	IV	645153	645224	-	72	0	0	6	2	2	0	2
YDR327W	IV	1125302	1125628	+	327	2	19	167	168	264	20	45
YDR062W	IV	576474	578159	+	1686	744	851	6514	7675	11088	1246	2943
YDR143C	IV	742042	743874	-	1833	72	164	1582	2032	3087	301	803
YDL172C	IV	148607	149086	-	480	0	0	0	0	0	0	0
YDL053C	IV	361699	362256	-	558	28	111	683	1024	1497	106	265
YDR223W	IV	912099	913502	+	1404	24	104	626	820	1155	102	233
YDL037C	IV	384601	385587	-	987	87	410	3453	3684	5216	691	2437
YDL167C	IV	160995	163154	-	2160	106	126	1328	1677	2468	252	690
YDR246W-A	IV	955133	955333	+	201	2	4	47	52	94	3	18
YDR371C-A	IV	1219509	1219613	-	105	0	0	0	0	0	0	0
YDR517W	IV	1477239	1478357	+	1119	116	229	2125	1875	2669	245	655
YDL226C	IV	51115	52173	-	1059	322	264	1983	2527	3622	285	880
YDR467C	IV	1397583	1397909	-	327	0	0	16	36	52	10	10
YDL134C	IV	219662	220771	-	1110	116	201	2262	2488	3431	354	953
YDR117C	IV	683946	685643	-	1698	30	162	668	841	1152	80	258
YDR314C	IV	1090433	1092511	-	2079	8	37	244	374	449	55	95
YDR440W	IV	1342493	1344241	+	1749	28	30	548	747	932	63	167
YDR303C	IV	1068729	1071386	-	2658	102	233	1581	2300	3133	292	804
YDL078C	IV	315357	316388	-	1032	538	324	2930	3160	4440	468	1069
YDL238C	IV	28985	30454	-	1470	44	65	575	585	830	37	156
YDR529C	IV	1496165	1496548	-	384	67	377	2864	2647	3804	368	823
YDR437W	IV	1337352	1337774	+	423	7	6	186	276	370	22	99
snR47	IV	541602	541700	-	99	0	38	98	355	484	39	115
YDL196W	IV	106741	107070	+	330	6	0	68	75	84	20	11
YDR452W	IV	1362878	1364902	+	2025	288	361	2215	2978	3964	344	837
YDR445C	IV	1352182	1352589	-	408	0	0	0	0	0	0	0
YDR347W	IV	1169178	1170143	+	966	272	255	1923	2547	3481	320	878
tQ(UUG)D1	IV	520972	521043	+	72	0	0	2	2	2	0	2
YDR490C	IV	1431968	1434268	-	2301	142	182	1044	1321	2010	173	507
YDR516C	IV	1474974	1476476	-	1503	524	162	1974	1812	2601	204	590
